school_name,district_name,county_name,grade_12_enrollment,total_num_test_takers,num_erw_benchmark,pct_erw_benchmark,num_math_benchmark,pct_math_benchmark,num_test_takers_benchmark,perc_participation,pct_test_takers_benchmark,year
Chino Hills High,Chino Valley Unified,San Bernardino,704.0,514.0,393.0,76.46,297.0,57.78,283.0,73.01136363636364,55.06,2018-19
Tennyson High,Hayward Unified,Alameda,338.0,89.0,45.0,50.56,22.0,24.72,17.0,26.331360946745562,19.1,2018-19
New Designs Charter,Los Angeles Unified,Los Angeles,86.0,67.0,35.0,52.24,15.0,22.39,12.0,77.90697674418605,17.91,2018-19
El Camino High,Ventura Unified,Ventura,83.0,27.0,22.0,81.48,17.0,62.96,17.0,32.53012048192771,62.96,2018-19
Peter Johansen High,Modesto City High,Stanislaus,405.0,79.0,45.0,56.96,18.0,22.78,17.0,19.50617283950617,21.52,2018-19
Patterson High,Patterson Joint Unified,Stanislaus,361.0,216.0,116.0,53.7,57.0,26.39,53.0,59.83379501385041,24.54,2018-19
Sutter High,Sutter Union High,Sutter,171.0,49.0,44.0,89.8,32.0,65.31,32.0,28.654970760233915,65.31,2018-19
River Valley High,Yuba City Unified,Sutter,435.0,125.0,101.0,80.8,75.0,60.0,75.0,28.735632183908045,60.0,2018-19
Oakland Charter High,Oakland Unified,Alameda,110.0,67.0,55.0,82.09,42.0,62.69,40.0,60.909090909090914,59.7,2018-19
Palomares Academy of Health Science,Pomona Unified,Los Angeles,53.0,37.0,13.0,35.14,4.0,10.81,4.0,69.81132075471697,10.81,2018-19
Waterford High,Waterford Unified,Stanislaus,163.0,45.0,25.0,55.56,10.0,22.22,8.0,27.607361963190186,17.78,2018-19
River City High,Washington Unified,Yolo,476.0,181.0,109.0,60.22,71.0,39.23,66.0,38.02521008403361,36.46,2018-19
Oakland International High,Oakland Unified,Alameda,105.0,24.0,2.0,8.33,7.0,29.17,1.0,22.857142857142858,4.17,2018-19
Calexico High,Calexico Unified,Imperial,761.0,194.0,137.0,70.62,104.0,53.61,91.0,25.492772667542706,46.91,2018-19
Animo Jackie Robinson High,Los Angeles Unified,Los Angeles,148.0,116.0,33.0,28.45,31.0,26.72,22.0,78.37837837837837,18.97,2018-19
Alliance Ouchi-O'Donovan 6-12 Complex,Los Angeles Unified,Los Angeles,130.0,126.0,54.0,42.86,23.0,18.25,22.0,96.92307692307692,17.46,2018-19
Arleta High,Los Angeles Unified,Los Angeles,311.0,147.0,46.0,31.29,27.0,18.37,21.0,47.266881028938904,14.29,2018-19
West Adams Preparatory High,Los Angeles Unified,Los Angeles,252.0,173.0,64.0,36.99,26.0,15.03,21.0,68.65079365079364,12.14,2018-19
James Logan High,New Haven Unified,Alameda,885.0,336.0,269.0,80.06,211.0,62.8,201.0,37.96610169491525,59.82,2018-19
MetWest High,Oakland Unified,Alameda,37.0,18.0,5.0,27.78,3.0,16.67,3.0,48.64864864864865,16.67,2018-19
Imperial High,Imperial Unified,Imperial,279.0,78.0,66.0,84.62,34.0,43.59,34.0,27.956989247311824,43.59,2018-19
San Dimas High,Bonita Unified,Los Angeles,324.0,134.0,108.0,80.6,68.0,50.75,64.0,41.358024691358025,47.76,2018-19
Discovery Charter Preparatory School #2,Los Angeles Unified,Los Angeles,60.0,42.0,12.0,28.57,4.0,9.52,4.0,70.0,9.52,2018-19
Alliance Piera Barbaglia Shaheen Health Services Academy,Los Angeles Unified,Los Angeles,105.0,85.0,20.0,23.53,6.0,7.06,5.0,80.95238095238095,5.88,2018-19
Alliance Leichtman-Levine Family Foundation Environmental Science High,Los Angeles Unified,Los Angeles,128.0,111.0,62.0,55.86,37.0,33.33,31.0,86.71875,27.93,2018-19
Centennial High,Corona-Norco Unified,Riverside,786.0,339.0,266.0,78.47,192.0,56.64,182.0,43.12977099236641,53.69,2018-19
Folsom High,Folsom-Cordova Unified,Sacramento,552.0,209.0,194.0,92.82,167.0,79.9,164.0,37.86231884057971,78.47,2018-19
South Gate Senior High,Los Angeles Unified,Los Angeles,528.0,250.0,135.0,54.0,65.0,26.0,60.0,47.34848484848485,24.0,2018-19
Woodrow Wilson Senior High,Los Angeles Unified,Los Angeles,317.0,174.0,89.0,51.15,22.0,12.64,21.0,54.889589905362776,12.07,2018-19
Lynwood High,Lynwood Unified,Los Angeles,473.0,179.0,97.0,54.19,38.0,21.23,35.0,37.84355179704017,19.55,2018-19
Academy of the Redwoods,Fortuna Union High,Humboldt,47.0,22.0,17.0,77.27,16.0,72.73,15.0,46.808510638297875,68.18,2018-19
Magnolia Science Academy,Los Angeles County Office of Education,Los Angeles,69.0,36.0,27.0,75.0,13.0,36.11,12.0,52.17391304347826,33.33,2018-19
Gahr (Richard) High,ABC Unified,Los Angeles,418.0,207.0,154.0,74.4,111.0,53.62,105.0,49.52153110047847,50.72,2018-19
Alliance Collins Family College-Ready High,Los Angeles Unified,Los Angeles,141.0,138.0,71.0,51.45,29.0,21.01,29.0,97.87234042553192,21.01,2018-19
"Asawa (Ruth) SF Sch of the Arts, A Public School",San Francisco Unified,San Francisco,175.0,86.0,81.0,94.19,64.0,74.42,64.0,49.142857142857146,74.42,2018-19
Alameda High,Alameda Unified,Alameda,463.0,190.0,160.0,84.21,145.0,76.32,132.0,41.03671706263499,69.47,2018-19
Bakersfield High,Kern High,Kern,693.0,162.0,100.0,61.73,82.0,50.62,72.0,23.376623376623375,44.44,2018-19
Academies of Education and Empowerment at Carson High,Los Angeles Unified,Los Angeles,126.0,48.0,23.0,47.92,12.0,25.0,11.0,38.095238095238095,22.92,2018-19
Contreras Learning Center-School of Social Justice,Los Angeles Unified,Los Angeles,90.0,92.0,20.0,21.74,9.0,9.78,8.0,102.22222222222221,8.7,2018-19
California High,Whittier Union High,Los Angeles,670.0,280.0,186.0,66.43,116.0,41.43,104.0,41.7910447761194,37.14,2018-19
Yorba Linda High,Placentia-Yorba Linda Unified,Orange,448.0,214.0,190.0,88.79,172.0,80.37,167.0,47.767857142857146,78.04,2018-19
Esperanza High,Placentia-Yorba Linda Unified,Orange,355.0,124.0,105.0,84.68,98.0,79.03,96.0,34.92957746478873,77.42,2018-19
Bishop Union High,Bishop Unified,Inyo,133.0,53.0,41.0,77.36,29.0,54.72,27.0,39.849624060150376,50.94,2018-19
Village Academy High School at Indian Hill,Pomona Unified,Los Angeles,74.0,31.0,16.0,51.61,4.0,12.9,4.0,41.891891891891895,12.9,2018-19
West Campus,Sacramento City Unified,Sacramento,194.0,77.0,69.0,89.61,54.0,70.13,51.0,39.69072164948454,66.23,2018-19
Luther Burbank High,Sacramento City Unified,Sacramento,449.0,123.0,54.0,43.9,30.0,24.39,27.0,27.39420935412027,21.95,2018-19
Aspire Benjamin Holt College Preparatory Academy,Lodi Unified,San Joaquin,94.0,74.0,63.0,85.14,44.0,59.46,44.0,78.72340425531915,59.46,2018-19
El Dorado High,El Dorado Union High,El Dorado,235.0,61.0,51.0,83.61,37.0,60.66,36.0,25.957446808510635,59.02,2018-19
Fairvalley High (Continuation),Covina-Valley Unified,Los Angeles,64.0,44.0,7.0,15.91,0.0,0.0,0.0,68.75,0.0,2018-19
Covina High,Covina-Valley Unified,Los Angeles,270.0,260.0,123.0,47.31,62.0,23.85,59.0,96.29629629629629,22.69,2018-19
Hilmar High,Hilmar Unified,Merced,154.0,46.0,29.0,63.04,16.0,34.78,16.0,29.87012987012987,34.78,2018-19
Marina High,Huntington Beach Union High,Orange,622.0,196.0,180.0,91.84,152.0,77.55,148.0,31.511254019292608,75.51,2018-19
Westminster High,Huntington Beach Union High,Orange,628.0,231.0,172.0,74.46,154.0,66.67,136.0,36.78343949044586,58.87,2018-19
Summit Public School: Tahoma,Santa Clara County Office of Education,Santa Clara,96.0,54.0,42.0,77.78,29.0,53.7,27.0,56.25,50.0,2018-19
Excelsior Charter,San Bernardino County Office of Education,San Bernardino,279.0,77.0,56.0,72.73,24.0,31.17,22.0,27.598566308243726,28.57,2018-19
Da Vinci Communications,Wiseburn Unified,Los Angeles,94.0,37.0,17.0,45.95,5.0,13.51,5.0,39.361702127659576,13.51,2018-19
Chaffey High,Chaffey Joint Union High,San Bernardino,782.0,328.0,168.0,51.22,67.0,20.43,61.0,41.94373401534527,18.6,2018-19
Mueller Charter (Robert L.),Chula Vista Elementary,San Diego,86.0,38.0,25.0,65.79,11.0,28.95,10.0,44.18604651162791,26.32,2018-19
Culver City High,Culver City Unified,Los Angeles,526.0,222.0,186.0,83.78,120.0,54.05,118.0,42.20532319391635,53.15,2018-19
Tahquitz High,Hemet Unified,Riverside,386.0,282.0,127.0,45.04,58.0,20.57,53.0,73.05699481865285,18.79,2018-19
Serra High,San Diego Unified,San Diego,369.0,151.0,120.0,79.47,90.0,59.6,86.0,40.921409214092144,56.95,2018-19
East Union High,Manteca Unified,San Joaquin,392.0,113.0,82.0,72.57,48.0,42.48,45.0,28.8265306122449,39.82,2018-19
Dublin High,Dublin Unified,Alameda,622.0,271.0,255.0,94.1,214.0,78.97,212.0,43.569131832797424,78.23,2018-19
California Connections Academy @ Ripon,Ripon Unified,San Joaquin,206.0,22.0,21.0,95.45,11.0,50.0,11.0,10.679611650485436,50.0,2018-19
Berkeley High,Berkeley Unified,Alameda,715.0,292.0,265.0,90.75,221.0,75.68,218.0,40.83916083916084,74.66,2018-19
Hanford West High,Hanford Joint Union High,Kings,301.0,66.0,45.0,68.18,25.0,37.88,24.0,21.92691029900332,36.36,2018-19
Granada Hills Charter High,Los Angeles Unified,Los Angeles,1120.0,531.0,475.0,89.45,390.0,73.45,377.0,47.410714285714285,71.0,2018-19
Alexander Hamilton Senior High,Los Angeles Unified,Los Angeles,585.0,323.0,217.0,67.18,119.0,36.84,116.0,55.21367521367522,35.91,2018-19
Los Angeles Senior High,Los Angeles Unified,Los Angeles,242.0,229.0,82.0,35.81,47.0,20.52,42.0,94.62809917355372,18.34,2018-19
PUC Community Charter Middle and PUC Community Charter Early College High,Los Angeles Unified,Los Angeles,89.0,62.0,27.0,43.55,16.0,25.81,15.0,69.66292134831461,24.19,2018-19
American Canyon High,Napa Valley Unified,Napa,412.0,148.0,125.0,84.46,78.0,52.7,77.0,35.92233009708738,52.03,2018-19
Vintage High,Napa Valley Unified,Napa,396.0,155.0,108.0,69.68,74.0,47.74,70.0,39.141414141414145,45.16,2018-19
Saint Helena High,Saint Helena Unified,Napa,121.0,47.0,41.0,87.23,28.0,59.57,28.0,38.84297520661157,59.57,2018-19
Tustin High,Tustin Unified,Orange,577.0,283.0,199.0,70.32,128.0,45.23,121.0,49.04679376083189,42.76,2018-19
Sweetwater High,Sweetwater Union High,San Diego,732.0,177.0,125.0,70.62,86.0,48.59,83.0,24.18032786885246,46.89,2018-19
Sylmar Biotech Health Academy,Los Angeles Unified,Los Angeles,57.0,30.0,8.0,26.67,3.0,10.0,2.0,52.63157894736842,6.67,2018-19
Hector G. Godinez,Santa Ana Unified,Orange,627.0,582.0,258.0,44.33,219.0,37.63,179.0,92.82296650717703,30.76,2018-19
Century High,Santa Ana Unified,Orange,417.0,368.0,95.0,25.82,53.0,14.4,42.0,88.2494004796163,11.41,2018-19
Futures High,Twin Rivers Unified,Sacramento,71.0,15.0,13.0,86.67,4.0,26.67,4.0,21.12676056338028,26.67,2018-19
Christopher High,Gilroy Unified,Santa Clara,397.0,154.0,115.0,74.68,80.0,51.95,75.0,38.79093198992443,48.7,2018-19
Woodlake High,Woodlake Unified,Tulare,151.0,22.0,15.0,68.18,6.0,27.27,6.0,14.56953642384106,27.27,2018-19
Magnolia Science Academy 3,Los Angeles County Office of Education,Los Angeles,50.0,32.0,20.0,62.5,12.0,37.5,11.0,64.0,34.38,2018-19
Valley High,Elk Grove Unified,Sacramento,369.0,184.0,92.0,50.0,50.0,27.17,43.0,49.86449864498645,23.37,2018-19
Valhalla High,Grossmont Union High,San Diego,565.0,148.0,128.0,86.49,90.0,60.81,88.0,26.194690265486724,59.46,2018-19
Grossmont High,Grossmont Union High,San Diego,539.0,141.0,111.0,78.72,84.0,59.57,83.0,26.159554730983302,58.87,2018-19
Elise P. Buckingham Charter Magnet High,Vacaville Unified,Solano,121.0,38.0,35.0,92.11,23.0,60.53,22.0,31.40495867768595,57.89,2018-19
Piedmont Hills High,East Side Union High,Santa Clara,480.0,238.0,206.0,86.55,187.0,78.57,178.0,49.583333333333336,74.79,2018-19
Elsie Allen High,Santa Rosa High,Sonoma,225.0,40.0,20.0,50.0,5.0,12.5,5.0,17.77777777777778,12.5,2018-19
Milpitas High,Milpitas Unified,Santa Clara,762.0,335.0,297.0,88.66,259.0,77.31,249.0,43.963254593175854,74.33,2018-19
Liberty Ranch High,Galt Joint Union High,Sacramento,315.0,140.0,108.0,77.14,76.0,54.29,73.0,44.44444444444444,52.14,2018-19
Galt High,Galt Joint Union High,Sacramento,215.0,74.0,45.0,60.81,30.0,40.54,26.0,34.418604651162795,35.14,2018-19
Citrus Valley High,Redlands Unified,San Bernardino,490.0,306.0,211.0,68.95,158.0,51.63,143.0,62.44897959183674,46.73,2018-19
Rialto High,Rialto Unified,San Bernardino,611.0,170.0,118.0,69.41,74.0,43.53,72.0,27.823240589198033,42.35,2018-19
Learning Choice Academy,San Diego Unified,San Diego,54.0,15.0,14.0,93.33,6.0,40.0,6.0,27.77777777777778,40.0,2018-19
Live Oak High,Live Oak Unified,Sutter,129.0,36.0,24.0,66.67,12.0,33.33,11.0,27.906976744186046,30.56,2018-19
Marysville High,Marysville Joint Unified,Yuba,173.0,50.0,40.0,80.0,27.0,54.0,26.0,28.901734104046245,52.0,2018-19
Castro Valley High,Castro Valley Unified,Alameda,644.0,311.0,279.0,89.71,243.0,78.14,234.0,48.29192546583851,75.24,2018-19
Susan Miller Dorsey Senior High,Los Angeles Unified,Los Angeles,230.0,93.0,22.0,23.66,5.0,5.38,4.0,40.43478260869565,4.3,2018-19
James A. Garfield Senior High,Los Angeles Unified,Los Angeles,581.0,318.0,151.0,47.48,111.0,34.91,91.0,54.73321858864028,28.62,2018-19
Brawley Union High,Brawley Union High,Imperial,373.0,131.0,86.0,65.65,38.0,29.01,37.0,35.120643431635386,28.24,2018-19
East Valley Senior High,Los Angeles Unified,Los Angeles,141.0,82.0,20.0,24.39,8.0,9.76,7.0,58.156028368794324,8.54,2018-19
San Rafael High,San Rafael City High,Marin,296.0,119.0,93.0,78.15,76.0,63.87,71.0,40.2027027027027,59.66,2018-19
Sir Francis Drake High,Tamalpais Union High,Marin,308.0,102.0,100.0,98.04,80.0,78.43,80.0,33.116883116883116,78.43,2018-19
California Academy of Mathematics and Science,Long Beach Unified,Los Angeles,164.0,143.0,139.0,97.2,138.0,96.5,136.0,87.1951219512195,95.1,2018-19
Cabrillo High,Long Beach Unified,Los Angeles,531.0,448.0,153.0,34.15,61.0,13.62,52.0,84.36911487758945,11.61,2018-19
WESM Health/Sports Medicine,Los Angeles Unified,Los Angeles,182.0,106.0,63.0,59.43,32.0,30.19,29.0,58.24175824175825,27.36,2018-19
Vista Murrieta High,Murrieta Valley Unified,Riverside,884.0,382.0,308.0,80.63,210.0,54.97,197.0,43.21266968325792,51.57,2018-19
Colton High,Colton Joint Unified,San Bernardino,445.0,86.0,48.0,55.81,28.0,32.56,24.0,19.325842696629213,27.91,2018-19
Leadership Public Schools: Richmond,West Contra Costa Unified,Contra Costa,149.0,100.0,46.0,46.0,29.0,29.0,23.0,67.11409395973155,23.0,2018-19
Whitney (Gretchen) High,ABC Unified,Los Angeles,165.0,80.0,80.0,100.0,79.0,98.75,79.0,48.484848484848484,98.75,2018-19
Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,Los Angeles Unified,Los Angeles,118.0,97.0,86.0,88.66,63.0,64.95,62.0,82.20338983050848,63.92,2018-19
Camino Nuevo Charter High,Los Angeles Unified,Los Angeles,86.0,70.0,23.0,32.86,4.0,5.71,3.0,81.3953488372093,4.29,2018-19
Western High,Anaheim Union High,Orange,498.0,97.0,56.0,57.73,34.0,35.05,30.0,19.477911646586346,30.93,2018-19
Chico High,Chico Unified,Butte,475.0,135.0,116.0,85.93,94.0,69.63,89.0,28.421052631578945,65.93,2018-19
Valencia High,Placentia-Yorba Linda Unified,Orange,663.0,217.0,169.0,77.88,157.0,72.35,143.0,32.73001508295626,65.9,2018-19
Moreno Valley Online Academy,Moreno Valley Unified,Riverside,76.0,18.0,9.0,50.0,0.0,0.0,0.0,23.684210526315788,0.0,2018-19
Moreno Valley High,Moreno Valley Unified,Riverside,540.0,472.0,158.0,33.47,60.0,12.71,55.0,87.4074074074074,11.65,2018-19
Inderkum High,Natomas Unified,Sacramento,471.0,221.0,159.0,71.95,86.0,38.91,81.0,46.92144373673036,36.65,2018-19
Options for Youth-Victorville Charter,Victor Valley Union High,San Bernardino,121.0,25.0,9.0,36.0,1.0,4.0,1.0,20.66115702479339,4.0,2018-19
Valley International Preparatory High,Los Angeles Unified,Los Angeles,71.0,38.0,33.0,86.84,18.0,47.37,18.0,53.52112676056338,47.37,2018-19
Pacific Grove High,Pacific Grove Unified,Monterey,138.0,62.0,53.0,85.48,52.0,83.87,48.0,44.927536231884055,77.42,2018-19
Salinas High,Salinas Union High,Monterey,646.0,212.0,151.0,71.23,88.0,41.51,83.0,32.81733746130031,39.15,2018-19
Upland High,Upland Unified,San Bernardino,764.0,296.0,229.0,77.36,146.0,49.32,142.0,38.7434554973822,47.97,2018-19
Tracy High,Tracy Joint Unified,San Joaquin,455.0,147.0,124.0,84.35,85.0,57.82,79.0,32.30769230769231,53.74,2018-19
El Modena High,Orange Unified,Orange,526.0,492.0,255.0,51.83,164.0,33.33,150.0,93.5361216730038,30.49,2018-19
Santa Rosa Academy,Menifee Union Elementary,Riverside,113.0,52.0,47.0,90.38,28.0,53.85,28.0,46.017699115044245,53.85,2018-19
Sonia Sotomayor Arts and Sciences Academies,Los Angeles Unified,Los Angeles,108.0,84.0,28.0,33.33,11.0,13.1,9.0,77.77777777777779,10.71,2018-19
North High,Torrance Unified,Los Angeles,448.0,169.0,139.0,82.25,108.0,63.91,106.0,37.723214285714285,62.72,2018-19
West High,Torrance Unified,Los Angeles,495.0,182.0,164.0,90.11,145.0,79.67,142.0,36.76767676767677,78.02,2018-19
Helen Hunt Jackson College Prep High,Hemet Unified,Riverside,102.0,42.0,18.0,42.86,4.0,9.52,4.0,41.17647058823529,9.52,2018-19
Mira Mesa High,San Diego Unified,San Diego,620.0,254.0,204.0,80.31,169.0,66.54,158.0,40.96774193548387,62.2,2018-19
Lathrop High,Manteca Unified,San Joaquin,321.0,124.0,87.0,70.16,37.0,29.84,34.0,38.62928348909657,27.42,2018-19
Health Sciences High,San Diego Unified,San Diego,141.0,58.0,32.0,55.17,12.0,20.69,10.0,41.13475177304964,17.24,2018-19
University Preparatory Value High,Los Angeles Unified,Los Angeles,113.0,97.0,34.0,35.05,15.0,15.46,14.0,85.84070796460178,14.43,2018-19
Fremont High,Fremont Union High,Santa Clara,508.0,156.0,127.0,81.41,111.0,71.15,106.0,30.708661417322837,67.95,2018-19
Homestead High,Fremont Union High,Santa Clara,605.0,179.0,167.0,93.3,162.0,90.5,158.0,29.586776859504134,88.27,2018-19
College Park High,Mt. Diablo Unified,Contra Costa,443.0,162.0,151.0,93.21,129.0,79.63,127.0,36.56884875846501,78.4,2018-19
Caruthers High,Caruthers Unified,Fresno,145.0,57.0,29.0,50.88,12.0,21.05,12.0,39.310344827586206,21.05,2018-19
Applied Technology Center,Montebello Unified,Los Angeles,123.0,77.0,47.0,61.04,15.0,19.48,15.0,62.601626016260155,19.48,2018-19
Schurr High,Montebello Unified,Los Angeles,619.0,214.0,144.0,67.29,91.0,42.52,84.0,34.5718901453958,39.25,2018-19
Ontario High,Chaffey Joint Union High,San Bernardino,588.0,205.0,116.0,56.59,64.0,31.22,59.0,34.863945578231295,28.78,2018-19
Oceanside High,Oceanside Unified,San Diego,530.0,132.0,90.0,68.18,61.0,46.21,55.0,24.90566037735849,41.67,2018-19
Orland High,Orland Joint Unified,Glenn,166.0,32.0,28.0,87.5,14.0,43.75,14.0,19.27710843373494,43.75,2018-19
Los Angeles International Charter High,Los Angeles County Office of Education,Los Angeles,51.0,32.0,13.0,40.63,1.0,3.13,1.0,62.745098039215684,3.13,2018-19
Antelope High,Roseville Joint Union High,Placer,442.0,193.0,151.0,78.24,103.0,53.37,96.0,43.665158371040725,49.74,2018-19
Laguna Creek High,Elk Grove Unified,Sacramento,451.0,175.0,139.0,79.43,110.0,62.86,101.0,38.80266075388026,57.71,2018-19
West Hills High,Grossmont Union High,San Diego,421.0,132.0,112.0,84.85,93.0,70.45,90.0,31.353919239904986,68.18,2018-19
Aptos High,Pajaro Valley Unified,Santa Cruz,335.0,121.0,109.0,90.08,84.0,69.42,82.0,36.11940298507463,67.77,2018-19
Southwest Senior High,Sweetwater Union High,San Diego,482.0,160.0,73.0,45.63,40.0,25.0,33.0,33.19502074688796,20.63,2018-19
Castle Park Senior High,Sweetwater Union High,San Diego,447.0,112.0,75.0,66.96,40.0,35.71,37.0,25.05592841163311,33.04,2018-19
Exeter Union High,Exeter Unified,Tulare,187.0,50.0,34.0,68.0,17.0,34.0,15.0,26.737967914438503,30.0,2018-19
Calero High,East Side Union High,Santa Clara,257.0,24.0,6.0,25.0,1.0,4.17,1.0,9.33852140077821,4.17,2018-19
Latino College Preparatory Academy,East Side Union High,Santa Clara,93.0,54.0,19.0,35.19,12.0,22.22,10.0,58.06451612903226,18.52,2018-19
Visalia Technical Early College,Visalia Unified,Tulare,70.0,21.0,15.0,71.43,7.0,33.33,7.0,30.0,33.33,2018-19
Foothill High,Tustin Unified,Orange,542.0,219.0,192.0,87.67,151.0,68.95,147.0,40.405904059040594,67.12,2018-19
Adolfo Camarillo High,Oxnard Union High,Ventura,507.0,352.0,242.0,68.75,201.0,57.1,184.0,69.42800788954635,52.27,2018-19
San Pasqual High,Escondido Union High,San Diego,518.0,192.0,150.0,78.13,99.0,51.56,95.0,37.06563706563706,49.48,2018-19
Bonsall High,Bonsall Unified,San Diego,66.0,36.0,26.0,72.22,13.0,36.11,13.0,54.54545454545454,36.11,2018-19
Palmdale High,Antelope Valley Union High,Los Angeles,621.0,108.0,50.0,46.3,17.0,15.74,17.0,17.391304347826086,15.74,2018-19
Whitney High,Rocklin Unified,Placer,458.0,176.0,159.0,90.34,135.0,76.7,133.0,38.427947598253276,75.57,2018-19
Woodside High,Sequoia Union High,San Mateo,441.0,151.0,122.0,80.79,90.0,59.6,88.0,34.24036281179138,58.28,2018-19
El Camino High,South San Francisco Unified,San Mateo,315.0,150.0,125.0,83.33,104.0,69.33,100.0,47.61904761904761,66.67,2018-19
Thousand Oaks High,Conejo Valley Unified,Ventura,528.0,169.0,160.0,94.67,128.0,75.74,127.0,32.00757575757576,75.15,2018-19
Sunny Hills High,Fullerton Joint Union High,Orange,563.0,247.0,223.0,90.28,186.0,75.3,183.0,43.87211367673179,74.09,2018-19
Los Amigos High,Garden Grove Unified,Orange,416.0,179.0,106.0,59.22,57.0,31.84,54.0,43.02884615384615,30.17,2018-19
Rancho Alamitos High,Garden Grove Unified,Orange,424.0,173.0,126.0,72.83,82.0,47.4,77.0,40.80188679245283,44.51,2018-19
Delta High,River Delta Joint Unified,Sacramento,50.0,20.0,10.0,50.0,3.0,15.0,3.0,40.0,15.0,2018-19
Kearny College Connections,San Diego Unified,San Diego,100.0,38.0,26.0,68.42,16.0,42.11,12.0,38.0,31.58,2018-19
Acalanes High,Acalanes Union High,Contra Costa,353.0,122.0,119.0,97.54,109.0,89.34,109.0,34.56090651558073,89.34,2018-19
Dozier-Libbey Medical High,Antioch Unified,Contra Costa,143.0,56.0,41.0,73.21,25.0,44.64,25.0,39.16083916083916,44.64,2018-19
NOVA Academy - Coachella,Coachella Valley Unified,Riverside,38.0,20.0,9.0,45.0,6.0,30.0,6.0,52.63157894736842,30.0,2018-19
